t;p
0,07130000000000102;65710,20963799155
0,07140000000000102;65701,65791951494
0,07150000000000102;65693,09359481106
0,07160000000000102;65684,51701016593
0,07170000000000103;65675,92850672606
0,07180000000000103;65667,32842055916
0,07190000000000103;65658,71708271455
0,07200000000000104;65650,09481928324
0,07210000000000104;65641,46195145775
0,07220000000000104;65632,81879559145
0,07230000000000104;65624,16566325768
0,07240000000000105;65615,50286130847
0,07250000000000105;65606,83069193289
0,07260000000000105;65598,14945271502
0,07270000000000106;65589,45943669157
0,07280000000000106;65580,76093240906
0,07290000000000106;65572,05422398065
0,07300000000000106;65563,33959114255
0,07310000000000107;65554,61730931
0,07320000000000107;65545,88764963284
0,07330000000000107;65537,15087905078
0,07340000000000108;65528,40726034796
0,07350000000000108;65519,657052207374
0,07360000000000108;65510,900509264706
0,07370000000000108;65502,13788216174
0,07380000000000109;65493,36941759934
0,07390000000000109;65484,595358389975
0,07400000000000109;65475,81594350982
0,0741000000000011;65467,031408150324
0,0742000000000011;65458,24198376942
0,0743000000000011;65449,44789814217
0,0744000000000011;65440,64937541104
0,07450000000000111;65431,84663613565
0,07460000000000111;65423,03989734204
0,07470000000000111;65414,22937257153
0,07480000000000112;65405,415271929065
0,07490000000000112;65396,59780213109
0,07500000000000112;65387,777166552936
0,07510000000000112;65378,95356527577
0,07520000000000113;65370,127195133035
0,07530000000000113;65361,29824975644
0,07540000000000113;65352,46691962142
0,07550000000000114;65343,63339209223
0,07560000000000114;65334,79785146641
0,07570000000000114;65325,96047901888
0,07580000000000114;65317,12145304557
0,07590000000000115;65308,28094890648
0,07600000000000115;65299,439139068374
0,07610000000000115;65290,5961931469
0,07620000000000116;65281,75227794832
0,07630000000000116;65272,90755751072
0,07640000000000116;65264,06219314478
0,07650000000000116;65255,21634347404
0,07660000000000117;65246,37016447474
0,07670000000000117;65237,523809515165
0,07680000000000117;65228,67742939453
0,07690000000000118;65219,831172381426
0,07700000000000118;65210,9851842518
0,07710000000000118;65202,139608326426
0,07720000000000118;65193,29458550804
0,07730000000000119;65184,45025431788
0,07740000000000119;65175,60675093189
0,07750000000000119;65166,7642092164
0,0776000000000012;65157,922760763446
0,0777000000000012;65149,082534925525
0,0778000000000012;65140,24365885006
0,0779000000000012;65131,4062575133
0,07800000000000121;65122,57045375386
0,07810000000000121;65113,73636830583
0,07820000000000121;65104,90411983139
0,07830000000000122;65096,07382495313
0,07840000000000122;65087,245598285765
0,07850000000000122;65078,41955246765
0,07860000000000122;65069,59579819168
0,07870000000000123;65060,77444423593
0,07880000000000123;65051,955597493805
0,07890000000000123;65043,139363003786
0,07900000000000124;65034,32584397885
0,07910000000000124;65025,5151418354
0,07920000000000124;65016,707356221865
0,07930000000000124;65007,902585046875
0,07940000000000125;64999,100924507075
0,07950000000000125;64990,30246911454
0,07960000000000125;64981,50731172383
0,07970000000000126;64972,71554355863
0,07980000000000126;64963,92725423808
0,07990000000000126;64955,14253180266
0,08000000000000126;64946,3614627398
0,08010000000000127;64937,58413200904
0,08020000000000127;64928,8106230669
0,08030000000000127;64920,04101789136
0,08040000000000128;64911,275397006015
0,08050000000000128;64902,51383950385
0,08060000000000128;64893,75642307073
0,08070000000000128;64885,003224008455
0,08080000000000129;64876,25431725761
0,08090000000000129;64867,50977641997
0,0810000000000013;64858,769673780625
0,0811000000000013;64850,0340803298
0,0812000000000013;64841,30306578432
0,0813000000000013;64832,576698608755
0,0814000000000013;64823,8550460363
0,08150000000000131;64815,13817408929
0,08160000000000131;64806,42614759946
0,08170000000000131;64797,719030227825
0,08180000000000132;64789,01688448438
0,08190000000000132;64780,31977174739
0,08200000000000132;64771,62775228245
0,08210000000000132;64762,940885261254
0,08220000000000133;64754,25922878006
0,08230000000000133;64745,58283987788
